segment_id,road_name,time_of_day,day_of_week,weather,vehicle_density,congestion_score
11,Hinjewadi Road,16,3,rain,14,0.2033
9,Airport Road,14,1,rain,56,0.5739
5,Mumbai-Bangalore Highway,7,2,rain,50,0.5001
6,Nagar Road,15,1,clear,15,0.1631
12,Aundh-Ravet Road,12,1,rain,62,0.6394
5,Mumbai-Bangalore Highway,19,6,clear,52,0.4723
7,Solapur Road,23,2,clear,17,0.2233
9,Airport Road,12,6,clear,28,0.2608
12,Aundh-Ravet Road,1,6,clear,11,0.1067
9,Airport Road,10,1,clear,70,0.651
7,Solapur Road,12,4,fog,51,0.5037
8,Satara Road,12,4,clear,69,0.4829
10,University Road,6,0,clear,35,0.3018
2,Tilak Road,18,3,clear,92,0.7718
1,FC Road,0,2,clear,14,0.1402
13,Old Mumbai Highway,4,3,clear,7,0.1388
11,Hinjewadi Road,16,6,clear,5,0.0856
6,Nagar Road,1,6,rain,5,0.1137
13,Old Mumbai Highway,21,4,clear,37,0.2884
8,Satara Road,3,0,clear,20,0.1669
13,Old Mumbai Highway,7,2,fog,30,0.3992
10,University Road,17,5,clear,59,0.4775
13,Old Mumbai Highway,13,2,clear,56,0.4549
14,Sinhagad Road,11,3,rain,15,0.2025
9,Airport Road,22,3,clear,39,0.2797
11,Hinjewadi Road,5,3,fog,15,0.1455
9,Airport Road,12,4,clear,45,0.4135
9,Airport Road,14,1,clear,63,0.4598
6,Nagar Road,2,1,rain,18,0.2151
11,Hinjewadi Road,11,1,rain,11,0.1505
1,FC Road,12,1,fog,63,0.5848
7,Solapur Road,8,1,clear,97,0.7375
6,Nagar Road,2,6,clear,11,0.1442
15,NIBM Road,17,1,clear,82,0.6926
2,Tilak Road,7,3,clear,36,0.3006
11,Hinjewadi Road,0,1,clear,23,0.198
7,Solapur Road,20,3,clear,86,0.7268
14,Sinhagad Road,0,5,fog,9,0.092
13,Old Mumbai Highway,15,4,clear,6,0.1232
1,FC Road,10,2,clear,88,0.7004
7,Solapur Road,9,3,rain,62,0.7638
14,Sinhagad Road,11,6,clear,9,0.1202
8,Satara Road,9,1,clear,98,0.7076
6,Nagar Road,1,5,rain,8,0.1068
12,Aundh-Ravet Road,7,4,clear,38,0.3199
10,University Road,10,6,clear,50,0.4238
5,Mumbai-Bangalore Highway,15,0,fog,11,0.1675
1,FC Road,21,5,clear,9,0.1342
12,Aundh-Ravet Road,17,2,fog,88,0.8464
13,Old Mumbai Highway,12,1,fog,63,0.5859
3,Karve Road,8,3,rain,98,1.0
5,Mumbai-Bangalore Highway,8,3,rain,94,0.9647
6,Nagar Road,8,6,clear,53,0.4447
6,Nagar Road,22,1,fog,31,0.3166
5,Mumbai-Bangalore Highway,1,0,clear,18,0.1747
8,Satara Road,3,4,fog,20,0.1884
8,Satara Road,5,1,clear,22,0.1715
1,FC Road,6,4,clear,33,0.2979
7,Solapur Road,8,1,rain,92,0.993
6,Nagar Road,19,0,clear,69,0.63
15,NIBM Road,22,4,clear,31,0.2519
12,Aundh-Ravet Road,9,2,clear,90,0.7652
8,Satara Road,20,4,clear,69,0.5927
11,Hinjewadi Road,19,0,clear,65,0.6281
9,Airport Road,2,0,rain,16,0.2278
14,Sinhagad Road,21,5,clear,10,0.1141
1,FC Road,20,1,clear,72,0.6801
3,Karve Road,14,5,rain,39,0.4019
2,Tilak Road,17,1,rain,94,1.0
10,University Road,22,3,clear,20,0.1838
7,Solapur Road,16,2,rain,21,0.2153
14,Sinhagad Road,7,2,rain,53,0.586
10,University Road,9,0,clear,72,0.6164
9,Airport Road,12,2,clear,60,0.4541
11,Hinjewadi Road,8,1,clear,99,0.7513
1,FC Road,8,1,clear,94,0.7381
14,Sinhagad Road,5,3,clear,20,0.1849
9,Airport Road,2,4,fog,19,0.2105
15,NIBM Road,7,1,rain,47,0.4787
3,Karve Road,7,3,rain,32,0.3674
1,FC Road,3,0,rain,13,0.1799
5,Mumbai-Bangalore Highway,10,3,clear,70,0.6565
12,Aundh-Ravet Road,7,5,clear,26,0.2259
4,Paud Road,19,3,rain,77,0.9133
9,Airport Road,12,1,clear,52,0.4188
8,Satara Road,18,0,clear,92,0.765
6,Nagar Road,12,1,clear,53,0.4262
1,FC Road,16,5,clear,12,0.1231
11,Hinjewadi Road,7,3,clear,41,0.3782
11,Hinjewadi Road,20,0,rain,97,1.0
2,Tilak Road,22,5,fog,17,0.1924
4,Paud Road,9,5,clear,45,0.3855
4,Paud Road,21,0,rain,36,0.3953
14,Sinhagad Road,8,1,clear,64,0.5966
6,Nagar Road,15,4,fog,19,0.2039
6,Nagar Road,13,3,clear,48,0.4252
7,Solapur Road,14,0,clear,66,0.486
3,Karve Road,23,4,clear,29,0.2226
4,Paud Road,4,2,clear,13,0.1229
7,Solapur Road,20,0,fog,91,0.8837
6,Nagar Road,3,0,clear,23,0.2064
13,Old Mumbai Highway,14,2,rain,43,0.495
9,Airport Road,9,3,clear,70,0.6418
12,Aundh-Ravet Road,15,4,fog,16,0.1885
9,Airport Road,17,5,clear,64,0.4872
1,FC Road,16,0,clear,9,0.1504
7,Solapur Road,8,5,clear,48,0.4191
1,FC Road,15,6,clear,10,0.1169
15,NIBM Road,22,6,clear,10,0.1483
7,Solapur Road,16,3,clear,18,0.1538
1,FC Road,3,6,rain,13,0.134
4,Paud Road,14,4,clear,67,0.4827
11,Hinjewadi Road,21,6,clear,14,0.1689
1,FC Road,11,1,clear,22,0.1807
6,Nagar Road,7,3,clear,41,0.3614
15,NIBM Road,6,1,rain,39,0.4719
14,Sinhagad Road,4,6,clear,9,0.1014
8,Satara Road,11,3,clear,11,0.1473
15,NIBM Road,12,4,clear,61,0.4912
14,Sinhagad Road,0,5,clear,14,0.128
10,University Road,7,5,clear,33,0.2737
9,Airport Road,12,0,fog,48,0.4924
1,FC Road,20,6,clear,62,0.504
6,Nagar Road,12,4,rain,59,0.6159
5,Mumbai-Bangalore Highway,21,1,clear,28,0.2397
6,Nagar Road,19,0,clear,98,0.7616
13,Old Mumbai Highway,22,2,rain,35,0.3807
12,Aundh-Ravet Road,23,4,clear,26,0.2495
10,University Road,18,1,fog,82,0.8106
1,FC Road,3,3,clear,8,0.1351
15,NIBM Road,1,0,clear,10,0.1392
9,Airport Road,17,5,rain,43,0.5211
3,Karve Road,14,5,fog,40,0.3946
6,Nagar Road,13,0,fog,69,0.6034
3,Karve Road,19,1,fog,98,0.8819
8,Satara Road,5,5,rain,9,0.1011
7,Solapur Road,14,0,fog,52,0.4822
6,Nagar Road,23,4,fog,18,0.2323
11,Hinjewadi Road,15,0,clear,14,0.144
12,Aundh-Ravet Road,2,5,fog,12,0.1634
7,Solapur Road,3,1,rain,9,0.1476
15,NIBM Road,14,1,clear,43,0.434
2,Tilak Road,13,5,rain,42,0.4046
15,NIBM Road,15,4,clear,15,0.1648
6,Nagar Road,12,5,rain,39,0.3661
4,Paud Road,13,6,fog,42,0.4061
7,Solapur Road,9,1,fog,89,0.859
1,FC Road,14,0,clear,65,0.492
5,Mumbai-Bangalore Highway,8,5,fog,43,0.4942
12,Aundh-Ravet Road,4,5,clear,3,0.0968
1,FC Road,18,3,clear,66,0.6571
14,Sinhagad Road,3,4,fog,16,0.1543
11,Hinjewadi Road,17,3,clear,79,0.6951
4,Paud Road,5,4,fog,20,0.2096
8,Satara Road,8,5,clear,54,0.4273
3,Karve Road,21,1,rain,26,0.3003
9,Airport Road,12,2,clear,53,0.4798
4,Paud Road,19,6,fog,48,0.5256
6,Nagar Road,22,6,clear,16,0.1524
6,Nagar Road,20,2,rain,91,0.9504
4,Paud Road,15,4,clear,8,0.1136
10,University Road,21,6,fog,24,0.2295
11,Hinjewadi Road,4,1,clear,10,0.1382
11,Hinjewadi Road,15,2,rain,16,0.1897
13,Old Mumbai Highway,16,6,clear,15,0.1379
3,Karve Road,12,5,clear,37,0.316
2,Tilak Road,10,6,clear,48,0.3914
7,Solapur Road,15,5,clear,11,0.0894
3,Karve Road,16,2,clear,15,0.1245
15,NIBM Road,11,6,clear,5,0.0914
3,Karve Road,23,6,clear,13,0.1417
12,Aundh-Ravet Road,0,4,clear,24,0.1873
13,Old Mumbai Highway,16,3,clear,12,0.1239
12,Aundh-Ravet Road,20,3,clear,68,0.6521
10,University Road,14,1,rain,57,0.5698
10,University Road,11,0,fog,9,0.137
4,Paud Road,3,0,clear,5,0.1148
5,Mumbai-Bangalore Highway,8,6,clear,62,0.4677
9,Airport Road,2,5,rain,8,0.1042
3,Karve Road,0,3,clear,23,0.2256
1,FC Road,13,3,clear,52,0.4713
3,Karve Road,5,6,clear,5,0.0978
9,Airport Road,15,5,rain,15,0.149
15,NIBM Road,12,2,clear,59,0.4447
7,Solapur Road,12,4,rain,40,0.5475
13,Old Mumbai Highway,6,6,clear,33,0.2825
8,Satara Road,20,6,clear,59,0.4933
4,Paud Road,1,4,clear,9,0.1245
1,FC Road,3,6,clear,3,0.1059
5,Mumbai-Bangalore Highway,12,6,fog,42,0.4017
4,Paud Road,9,3,rain,68,0.7776
9,Airport Road,9,2,fog,73,0.8007
2,Tilak Road,23,0,rain,21,0.2641
9,Airport Road,14,5,clear,39,0.3119
10,University Road,4,0,clear,5,0.0992
10,University Road,8,1,fog,76,0.7925
14,Sinhagad Road,19,2,clear,82,0.7032
8,Satara Road,16,6,clear,3,0.0675
10,University Road,23,5,rain,13,0.1911
12,Aundh-Ravet Road,10,0,rain,81,0.8893
8,Satara Road,13,0,rain,69,0.6807
11,Hinjewadi Road,15,2,rain,20,0.2323
9,Airport Road,8,2,clear,67,0.6133
1,FC Road,0,3,clear,9,0.1556
2,Tilak Road,0,2,rain,12,0.1806
5,Mumbai-Bangalore Highway,22,2,clear,35,0.2942
13,Old Mumbai Highway,6,6,rain,22,0.2931
5,Mumbai-Bangalore Highway,15,0,rain,20,0.216
1,FC Road,4,2,clear,12,0.1273
3,Karve Road,2,0,clear,22,0.1643
2,Tilak Road,17,4,rain,81,0.9506
5,Mumbai-Bangalore Highway,13,2,clear,69,0.4724
11,Hinjewadi Road,21,1,clear,30,0.2344
5,Mumbai-Bangalore Highway,21,0,clear,18,0.2122
8,Satara Road,17,4,fog,77,0.8494
12,Aundh-Ravet Road,3,4,rain,13,0.1685
8,Satara Road,4,4,clear,13,0.1286
5,Mumbai-Bangalore Highway,1,1,fog,19,0.1955
15,NIBM Road,13,2,fog,43,0.4841
13,Old Mumbai Highway,4,4,clear,12,0.1583
3,Karve Road,14,2,clear,46,0.3798
12,Aundh-Ravet Road,5,0,clear,23,0.2085
1,FC Road,8,2,clear,85,0.7136
13,Old Mumbai Highway,0,4,rain,18,0.2392
3,Karve Road,14,5,rain,37,0.3534
13,Old Mumbai Highway,13,6,clear,39,0.2906
7,Solapur Road,5,1,clear,17,0.1438
1,FC Road,7,5,clear,20,0.1722
11,Hinjewadi Road,16,6,clear,7,0.1143
9,Airport Road,1,6,rain,14,0.1462
12,Aundh-Ravet Road,4,1,rain,23,0.2488
9,Airport Road,19,3,clear,65,0.5963
4,Paud Road,8,6,clear,59,0.4797
9,Airport Road,17,5,clear,52,0.4317
7,Solapur Road,10,3,fog,66,0.727
7,Solapur Road,18,0,rain,87,0.976
1,FC Road,15,4,clear,14,0.1601
3,Karve Road,12,4,fog,45,0.4669
12,Aundh-Ravet Road,14,6,clear,37,0.3124
5,Mumbai-Bangalore Highway,0,2,clear,5,0.1151
4,Paud Road,8,2,clear,65,0.5707
14,Sinhagad Road,0,6,clear,8,0.097
5,Mumbai-Bangalore Highway,4,6,rain,14,0.1317
9,Airport Road,6,0,rain,47,0.4794
5,Mumbai-Bangalore Highway,1,0,rain,15,0.1929
1,FC Road,1,6,rain,4,0.1341
13,Old Mumbai Highway,11,0,clear,20,0.1627
4,Paud Road,21,5,clear,18,0.1729
14,Sinhagad Road,16,5,fog,4,0.0712
2,Tilak Road,23,6,rain,21,0.2205
13,Old Mumbai Highway,3,0,clear,13,0.1541
3,Karve Road,10,4,clear,72,0.6694
7,Solapur Road,15,1,clear,16,0.1498
12,Aundh-Ravet Road,9,1,clear,68,0.6036
11,Hinjewadi Road,6,0,clear,46,0.3773
2,Tilak Road,15,3,clear,24,0.2049
10,University Road,16,3,clear,17,0.1608
11,Hinjewadi Road,17,6,clear,59,0.4887
6,Nagar Road,2,3,fog,10,0.1395
4,Paud Road,2,1,clear,23,0.1981
12,Aundh-Ravet Road,0,2,clear,20,0.1826
15,NIBM Road,15,2,rain,15,0.1762
1,FC Road,16,0,rain,17,0.1864
1,FC Road,6,3,fog,51,0.4634
4,Paud Road,2,0,clear,19,0.1386
4,Paud Road,4,6,clear,12,0.0966
15,NIBM Road,12,4,fog,54,0.5177
10,University Road,21,0,clear,31,0.2399
14,Sinhagad Road,11,5,rain,14,0.1788
7,Solapur Road,14,6,clear,27,0.2872
15,NIBM Road,6,5,clear,23,0.208
7,Solapur Road,3,4,clear,23,0.229
3,Karve Road,20,5,clear,46,0.427
5,Mumbai-Bangalore Highway,8,1,clear,64,0.5922
8,Satara Road,19,1,clear,93,0.7623
13,Old Mumbai Highway,8,5,clear,46,0.4176
2,Tilak Road,1,2,clear,8,0.1265
9,Airport Road,17,1,clear,81,0.73
8,Satara Road,19,3,clear,88,0.7185
14,Sinhagad Road,3,0,rain,7,0.1445
8,Satara Road,1,5,rain,9,0.1238
7,Solapur Road,2,3,clear,13,0.1319
5,Mumbai-Bangalore Highway,19,4,rain,71,0.8896
2,Tilak Road,18,1,rain,89,0.9851
2,Tilak Road,23,6,rain,16,0.1882
10,University Road,17,1,rain,97,0.9985
3,Karve Road,0,3,clear,23,0.2027
12,Aundh-Ravet Road,12,3,clear,45,0.3943
6,Nagar Road,6,6,clear,21,0.2059
5,Mumbai-Bangalore Highway,23,0,clear,21,0.2086
10,University Road,22,1,clear,15,0.2074
7,Solapur Road,8,5,clear,48,0.4419
9,Airport Road,22,2,clear,23,0.254
4,Paud Road,15,2,fog,10,0.1524
6,Nagar Road,12,3,clear,45,0.3756
3,Karve Road,19,1,clear,65,0.6227
12,Aundh-Ravet Road,13,0,clear,43,0.4394
9,Airport Road,3,1,rain,22,0.2298
11,Hinjewadi Road,9,0,clear,63,0.5947
12,Aundh-Ravet Road,18,5,clear,53,0.4815
7,Solapur Road,8,3,clear,91,0.6852
9,Airport Road,3,2,clear,16,0.1868
5,Mumbai-Bangalore Highway,19,5,clear,44,0.4259
11,Hinjewadi Road,9,1,clear,69,0.6392
10,University Road,5,6,clear,12,0.117
13,Old Mumbai Highway,3,2,fog,23,0.2194
4,Paud Road,5,2,rain,23,0.224
9,Airport Road,16,6,clear,14,0.1456
1,FC Road,3,3,rain,12,0.1745
9,Airport Road,5,0,clear,23,0.156
15,NIBM Road,22,0,clear,35,0.299
8,Satara Road,6,0,fog,39,0.3546
2,Tilak Road,4,1,clear,21,0.1897
13,Old Mumbai Highway,23,2,rain,17,0.2573
10,University Road,4,1,clear,5,0.0848
10,University Road,19,6,rain,60,0.6377
4,Paud Road,15,2,clear,16,0.1889
13,Old Mumbai Highway,21,1,clear,17,0.1769
9,Airport Road,9,2,clear,81,0.6494
8,Satara Road,20,6,rain,60,0.6156
5,Mumbai-Bangalore Highway,4,5,rain,14,0.14
8,Satara Road,23,1,clear,36,0.2839
5,Mumbai-Bangalore Highway,4,2,fog,24,0.255
14,Sinhagad Road,17,1,rain,97,1.0
1,FC Road,7,6,rain,32,0.3023
10,University Road,11,6,rain,9,0.1299
9,Airport Road,6,3,clear,43,0.3412
13,Old Mumbai Highway,8,3,rain,78,0.8248
13,Old Mumbai Highway,0,1,clear,13,0.1405
6,Nagar Road,17,2,rain,76,0.9451
12,Aundh-Ravet Road,20,1,clear,92,0.7191
12,Aundh-Ravet Road,11,1,rain,12,0.1735
13,Old Mumbai Highway,6,1,clear,51,0.3578
12,Aundh-Ravet Road,21,5,fog,19,0.199
10,University Road,17,1,clear,82,0.7542
3,Karve Road,22,0,rain,26,0.2705
9,Airport Road,23,0,clear,35,0.2727
12,Aundh-Ravet Road,20,3,fog,70,0.7453
10,University Road,17,4,clear,72,0.6252
5,Mumbai-Bangalore Highway,10,3,clear,75,0.6736
15,NIBM Road,15,6,rain,7,0.1265
14,Sinhagad Road,15,2,rain,14,0.1781
6,Nagar Road,18,2,fog,93,0.8395
8,Satara Road,15,3,clear,9,0.1418
6,Nagar Road,8,3,fog,66,0.6777
4,Paud Road,14,1,clear,69,0.4898
8,Satara Road,2,6,clear,14,0.1302
7,Solapur Road,11,0,clear,16,0.1562
12,Aundh-Ravet Road,18,5,rain,45,0.5883
3,Karve Road,8,2,clear,99,0.7749
15,NIBM Road,4,4,clear,17,0.1689
13,Old Mumbai Highway,19,5,clear,53,0.4464
1,FC Road,3,2,fog,7,0.1155
4,Paud Road,7,2,rain,32,0.3966
12,Aundh-Ravet Road,14,5,clear,27,0.2589
13,Old Mumbai Highway,15,0,clear,15,0.1274
8,Satara Road,13,4,clear,66,0.4857
11,Hinjewadi Road,20,4,rain,89,0.959
1,FC Road,13,5,fog,34,0.3175
15,NIBM Road,23,0,rain,37,0.4182
15,NIBM Road,2,0,clear,17,0.1666
7,Solapur Road,13,2,fog,60,0.5555
3,Karve Road,5,6,clear,14,0.0978
8,Satara Road,21,0,rain,21,0.2774
13,Old Mumbai Highway,8,6,clear,55,0.4412
5,Mumbai-Bangalore Highway,8,5,fog,61,0.5634
8,Satara Road,20,4,fog,65,0.8079
5,Mumbai-Bangalore Highway,0,6,clear,4,0.0734
6,Nagar Road,15,1,rain,10,0.1478
6,Nagar Road,23,4,fog,33,0.3352
10,University Road,6,4,clear,54,0.3966
15,NIBM Road,4,4,clear,9,0.1273
8,Satara Road,8,2,rain,90,0.9947
15,NIBM Road,20,2,clear,92,0.7404
4,Paud Road,1,3,rain,24,0.2751
11,Hinjewadi Road,7,6,clear,29,0.2475
12,Aundh-Ravet Road,11,6,fog,9,0.1208
14,Sinhagad Road,9,3,clear,63,0.634
5,Mumbai-Bangalore Highway,19,6,fog,46,0.4758
5,Mumbai-Bangalore Highway,10,6,clear,48,0.4004
15,NIBM Road,1,5,fog,6,0.0933
5,Mumbai-Bangalore Highway,8,3,clear,77,0.6995
15,NIBM Road,16,0,clear,6,0.1244
15,NIBM Road,2,2,clear,10,0.1495
11,Hinjewadi Road,12,2,fog,40,0.4419
3,Karve Road,14,1,clear,65,0.4954
12,Aundh-Ravet Road,21,6,clear,24,0.2173
15,NIBM Road,22,4,clear,16,0.1674
8,Satara Road,5,3,rain,19,0.2082
12,Aundh-Ravet Road,10,3,clear,77,0.6332
13,Old Mumbai Highway,6,2,clear,39,0.3039
13,Old Mumbai Highway,13,2,rain,42,0.5465
11,Hinjewadi Road,14,1,rain,52,0.5719
9,Airport Road,16,1,clear,20,0.1741
12,Aundh-Ravet Road,20,2,rain,78,0.8709
4,Paud Road,19,6,clear,48,0.4422
6,Nagar Road,18,2,fog,72,0.7952
13,Old Mumbai Highway,14,6,clear,34,0.2601
15,NIBM Road,3,6,clear,7,0.0911
3,Karve Road,16,3,clear,24,0.2373
15,NIBM Road,16,5,rain,14,0.1367
5,Mumbai-Bangalore Highway,6,1,clear,39,0.3383
11,Hinjewadi Road,9,5,rain,40,0.5007
12,Aundh-Ravet Road,2,0,fog,14,0.1932
1,FC Road,21,3,clear,29,0.2448
5,Mumbai-Bangalore Highway,1,3,clear,20,0.1944
8,Satara Road,6,0,clear,34,0.3565
8,Satara Road,20,1,clear,97,0.8166
3,Karve Road,16,3,clear,15,0.1558
8,Satara Road,19,0,fog,92,0.8655
13,Old Mumbai Highway,20,6,clear,56,0.443
13,Old Mumbai Highway,18,3,clear,67,0.6542
3,Karve Road,1,3,clear,21,0.1935
10,University Road,2,3,clear,20,0.1665
14,Sinhagad Road,19,1,clear,85,0.7168
14,Sinhagad Road,8,0,fog,90,0.8399
12,Aundh-Ravet Road,22,5,clear,12,0.1495
12,Aundh-Ravet Road,9,5,fog,55,0.5134
15,NIBM Road,7,6,clear,20,0.1745
10,University Road,4,0,clear,24,0.1655
4,Paud Road,14,1,clear,68,0.5208
6,Nagar Road,11,6,fog,11,0.1277
14,Sinhagad Road,4,0,clear,20,0.1622
11,Hinjewadi Road,13,5,rain,26,0.3408
4,Paud Road,6,2,clear,53,0.412
8,Satara Road,22,5,clear,19,0.1676
6,Nagar Road,23,0,clear,33,0.2789
14,Sinhagad Road,17,6,rain,50,0.6055
1,FC Road,8,3,clear,95,0.7432
4,Paud Road,17,4,fog,82,0.8838
10,University Road,4,0,clear,21,0.1877
14,Sinhagad Road,7,6,clear,27,0.2394
10,University Road,7,5,rain,27,0.3315
8,Satara Road,2,3,rain,22,0.2409
15,NIBM Road,17,4,fog,75,0.7546
15,NIBM Road,12,5,clear,31,0.3088
15,NIBM Road,15,3,rain,10,0.1423
4,Paud Road,23,3,clear,38,0.2688
9,Airport Road,8,5,fog,52,0.533
13,Old Mumbai Highway,3,3,clear,20,0.1888
8,Satara Road,11,0,clear,22,0.2085
14,Sinhagad Road,5,1,clear,21,0.199
1,FC Road,12,2,clear,64,0.4708
9,Airport Road,5,2,clear,18,0.1379
12,Aundh-Ravet Road,10,3,clear,98,0.7414
2,Tilak Road,19,4,rain,97,1.0
12,Aundh-Ravet Road,2,5,fog,7,0.0905
5,Mumbai-Bangalore Highway,12,3,clear,40,0.3856
8,Satara Road,1,6,rain,5,0.0976
2,Tilak Road,9,6,rain,48,0.552
10,University Road,20,0,rain,85,0.9403
6,Nagar Road,10,6,clear,57,0.4587
13,Old Mumbai Highway,19,0,clear,86,0.7262
13,Old Mumbai Highway,10,0,rain,75,0.87
12,Aundh-Ravet Road,13,2,fog,57,0.541
13,Old Mumbai Highway,18,4,clear,92,0.733
5,Mumbai-Bangalore Highway,12,0,clear,59,0.5101
15,NIBM Road,11,4,rain,19,0.2195
1,FC Road,19,0,clear,87,0.7636
1,FC Road,18,0,fog,91,0.912
14,Sinhagad Road,13,2,rain,58,0.6133
4,Paud Road,19,2,clear,98,0.7587
7,Solapur Road,15,4,clear,24,0.1961
9,Airport Road,19,1,rain,80,0.94
12,Aundh-Ravet Road,9,0,clear,67,0.6078
12,Aundh-Ravet Road,8,2,clear,80,0.7026
2,Tilak Road,7,1,clear,40,0.3129
7,Solapur Road,14,0,clear,45,0.4046
3,Karve Road,6,6,fog,29,0.2845
2,Tilak Road,21,4,fog,23,0.2675
13,Old Mumbai Highway,4,2,clear,11,0.1458
15,NIBM Road,0,0,rain,10,0.1567
1,FC Road,14,1,rain,64,0.6651
3,Karve Road,20,3,clear,74,0.6803
9,Airport Road,19,3,fog,87,0.877
6,Nagar Road,2,6,rain,6,0.1313
13,Old Mumbai Highway,0,5,clear,11,0.1213
12,Aundh-Ravet Road,6,6,clear,19,0.2063
12,Aundh-Ravet Road,18,2,fog,66,0.7362
7,Solapur Road,12,0,fog,50,0.5042
8,Satara Road,22,3,clear,18,0.2132
4,Paud Road,9,5,clear,55,0.4641
11,Hinjewadi Road,17,3,clear,69,0.5937
6,Nagar Road,2,6,clear,5,0.0893
1,FC Road,9,3,rain,79,0.876
11,Hinjewadi Road,9,6,rain,62,0.6221
14,Sinhagad Road,18,5,clear,64,0.5327
11,Hinjewadi Road,7,0,clear,33,0.3205
12,Aundh-Ravet Road,10,0,clear,62,0.6017
8,Satara Road,12,2,clear,48,0.4058
2,Tilak Road,8,5,fog,46,0.4825
9,Airport Road,14,3,clear,59,0.4838
6,Nagar Road,23,3,clear,30,0.2673
15,NIBM Road,14,6,clear,40,0.3356
5,Mumbai-Bangalore Highway,13,1,rain,61,0.6549
5,Mumbai-Bangalore Highway,9,0,rain,94,1.0
6,Nagar Road,23,2,fog,22,0.2777
10,University Road,2,3,clear,8,0.1588
12,Aundh-Ravet Road,10,5,clear,55,0.4592
3,Karve Road,19,3,clear,67,0.6438
6,Nagar Road,19,2,clear,91,0.747
13,Old Mumbai Highway,21,2,clear,35,0.2682
13,Old Mumbai Highway,13,4,clear,64,0.5018
7,Solapur Road,14,3,clear,69,0.4898
3,Karve Road,7,5,clear,28,0.2292
8,Satara Road,15,0,clear,15,0.1802
10,University Road,13,1,clear,44,0.3991
14,Sinhagad Road,4,0,fog,20,0.1839
6,Nagar Road,15,4,clear,9,0.1152
10,University Road,8,3,rain,63,0.8212
4,Paud Road,17,4,fog,82,0.8382
6,Nagar Road,4,4,clear,7,0.1144
4,Paud Road,0,6,clear,7,0.0728
10,University Road,1,3,fog,11,0.1394
6,Nagar Road,10,0,clear,83,0.6757
1,FC Road,7,2,clear,49,0.3907
2,Tilak Road,4,1,clear,21,0.2159
2,Tilak Road,13,5,rain,35,0.3974
11,Hinjewadi Road,4,4,rain,10,0.1557
4,Paud Road,23,4,fog,23,0.2531
11,Hinjewadi Road,3,0,clear,20,0.1773
8,Satara Road,22,0,clear,35,0.3069
12,Aundh-Ravet Road,21,1,rain,21,0.2923
8,Satara Road,23,3,clear,32,0.2829
10,University Road,15,6,clear,12,0.1256
15,NIBM Road,11,2,rain,22,0.1951
3,Karve Road,8,6,rain,42,0.5378
8,Satara Road,15,2,rain,22,0.2643
5,Mumbai-Bangalore Highway,22,0,rain,36,0.3749
6,Nagar Road,16,3,clear,20,0.1579
3,Karve Road,16,6,clear,13,0.1107
6,Nagar Road,11,0,rain,24,0.2442
13,Old Mumbai Highway,15,4,rain,6,0.1326
13,Old Mumbai Highway,6,4,clear,31,0.3052
14,Sinhagad Road,20,3,clear,92,0.7286
5,Mumbai-Bangalore Highway,17,3,clear,75,0.6931
6,Nagar Road,4,3,clear,20,0.1703
15,NIBM Road,13,6,fog,33,0.3392
10,University Road,17,4,clear,72,0.6477
11,Hinjewadi Road,23,3,clear,24,0.2449
1,FC Road,0,6,clear,5,0.0933
4,Paud Road,16,0,rain,17,0.2291
7,Solapur Road,15,5,rain,13,0.1527
6,Nagar Road,10,4,fog,60,0.6568
15,NIBM Road,2,3,rain,17,0.2014
15,NIBM Road,16,5,clear,13,0.132
4,Paud Road,23,6,clear,13,0.1566
1,FC Road,6,5,clear,23,0.2219
11,Hinjewadi Road,17,5,clear,49,0.4584
15,NIBM Road,6,5,rain,22,0.2568
11,Hinjewadi Road,12,6,clear,36,0.2851
10,University Road,15,1,clear,24,0.1948
7,Solapur Road,21,4,clear,27,0.2374
5,Mumbai-Bangalore Highway,1,6,fog,15,0.1676
1,FC Road,18,2,rain,73,0.8407
3,Karve Road,3,6,clear,10,0.0816
5,Mumbai-Bangalore Highway,22,6,clear,15,0.1418
1,FC Road,2,2,rain,6,0.1376
4,Paud Road,9,4,rain,74,0.8987
12,Aundh-Ravet Road,20,5,clear,58,0.4991
8,Satara Road,0,2,clear,5,0.0742
15,NIBM Road,11,5,clear,14,0.1099
3,Karve Road,20,5,clear,55,0.4425
12,Aundh-Ravet Road,23,2,clear,36,0.3018
2,Tilak Road,7,5,rain,29,0.309
14,Sinhagad Road,20,5,clear,50,0.4567
8,Satara Road,21,1,clear,23,0.2513
3,Karve Road,19,1,clear,72,0.6578
12,Aundh-Ravet Road,22,2,fog,16,0.2509
6,Nagar Road,23,6,clear,18,0.1888
5,Mumbai-Bangalore Highway,2,2,rain,20,0.2223
13,Old Mumbai Highway,7,2,rain,31,0.3808
7,Solapur Road,9,2,rain,97,0.9537
2,Tilak Road,2,0,rain,6,0.1188
5,Mumbai-Bangalore Highway,22,2,clear,21,0.2122
1,FC Road,7,3,clear,39,0.3733
15,NIBM Road,9,4,clear,62,0.6192
10,University Road,3,2,clear,21,0.1679
11,Hinjewadi Road,0,3,clear,23,0.1993
13,Old Mumbai Highway,21,4,clear,16,0.1886
7,Solapur Road,19,1,clear,77,0.6363
4,Paud Road,12,2,clear,57,0.441
1,FC Road,23,0,clear,17,0.2126
5,Mumbai-Bangalore Highway,2,2,clear,8,0.105
